#{"t_start": 1716949820.8427901, "env_id": "None"}
-0.06,6,43.915745
-0.09,9,43.936576
-0.08,8,43.954896
-0.12,12,43.983998
-0.26,26,44.045194
-0.15,15,44.081605
-0.07,7,44.098198
-0.03,3,44.104818
-0.05,5,44.11652
-0.05,5,44.128115
-0.03,3,44.135739
-0.19,19,44.186819
-0.13,13,44.216423
-0.15,15,44.250978
-0.17,17,44.294789
-0.04,4,44.309319
-0.16,16,44.367612
-0.1,10,44.396676
-0.04,4,44.407837
-0.07,7,46.721695
-0.03,3,46.728204
-0.14,14,46.764711
499.87,14,46.797777
-0.06,6,46.814959
-0.07,7,46.839761
-0.07,7,46.855914
-0.05,5,46.867941
-0.1,10,46.894087
-0.11,11,46.92071
-0.1,10,46.943766
-0.09,9,46.965811
-0.03,3,46.972824
-0.03,3,46.981891
499.83,18,47.033049
-0.03,3,47.053083
-0.13,13,47.106312
-0.31,31,47.187017
-0.08,8,47.210576
-0.15,15,47.248685
-0.16,16,47.289299
499.89,12,47.323407
-0.05,5,47.336434
499.86,15,47.396589
499.72,29,47.527919
499.91,10,47.553523
-0.11,11,47.579565
-0.08,8,47.601113
-0.03,3,47.612154
-0.05,5,47.628702
-0.27,27,47.702731
-0.4,40,47.809178
-0.06,6,47.823267
-0.07,7,47.838319
-0.09,9,47.859385
-0.15,15,47.916515
-0.03,3,47.927157
-0.11,11,47.956385
-0.33,33,48.075987
-0.05,5,48.094211
-0.14,14,48.14179
-0.2,20,48.187925
-0.09,9,48.223585
-0.12,12,48.250675
-0.11,11,48.27675
-0.07,7,48.29282
-0.05,5,48.312856
-0.05,5,48.324406
-0.22,22,48.388287
-0.15,15,48.453523
-0.16,16,48.512606
-0.15,15,48.556798
-0.2,20,48.651589
499.88,13,48.72418
-0.13,13,48.768821
-0.18,18,48.838939
-0.2,20,48.89794
-0.14,14,48.962013
499.91,10,48.988008
-0.07,7,49.004002
-0.13,13,49.037128
-0.07,7,49.0738
-0.13,13,49.124273
-0.08,8,49.143941
-0.08,8,49.162815
-0.05,5,49.173832
499.74,27,49.294551
-0.08,8,49.330848
-0.32,32,49.441728
-0.09,9,49.462605
-0.08,8,49.480634
-0.13,13,49.519208
499.68,33,49.599114
-0.18,18,49.652908
-0.05,5,49.665986
-0.21,21,49.713781
-0.06,6,49.732728
-0.05,5,49.753757
-0.1,10,49.838593
-0.04,4,49.856967
-0.26,26,49.969727
-0.07,7,49.987197
-0.03,3,49.994711
-0.08,8,50.012265
-0.03,3,50.019776
-0.03,3,50.026385
-0.09,9,50.046202
-0.05,5,50.063895
-0.1,10,50.099015
-0.12,12,50.126591
-0.18,18,50.174093
-0.17,17,50.218688
499.83,18,50.259046
-0.09,9,50.2906
-0.13,13,50.330785
499.63,38,50.441062
-0.03,3,50.454053
-0.11,11,50.502369
-0.05,5,50.524874
-0.11,11,50.552536
-0.14,14,50.586513
-0.09,9,50.615632
-0.07,7,50.630857
-0.12,12,50.658903
-0.11,11,50.683657
-0.04,4,50.692918
-0.17,17,50.746849
-0.04,4,50.75593
-0.09,9,50.775927
-0.07,7,50.793206
-0.23,23,50.875337
-0.13,13,50.904795
-0.05,5,50.916034
-0.05,5,50.936259
-0.26,26,51.108681
-0.22,22,51.172761
-0.23,23,51.228673
-0.13,13,51.264703
-0.14,14,51.306975
-0.03,3,51.318075
-0.14,14,51.352815
-0.03,3,51.36297
-0.09,9,51.398015
-0.09,9,51.420599
-0.07,7,51.43657
-0.08,8,51.454942
-0.06,6,51.473506
-0.07,7,51.499116
-0.14,14,51.538205
-0.05,5,51.549942
-0.04,4,51.559438
-0.03,3,51.565945
-0.07,7,51.584548
-0.3,30,51.653956
499.93,8,51.679314
-0.05,5,51.69736
-0.1,10,51.743566
-0.07,7,51.769681
-0.13,13,51.80756
499.86,15,51.868195
-0.13,13,51.917407
-0.17,17,51.963506
-0.06,6,51.976968
-0.06,6,51.991496
499.87,14,52.038978
499.8,21,52.107846
-0.05,5,52.137085
-0.11,11,52.181801
-0.19,19,52.302482
-0.17,17,52.349397
-0.07,7,52.375608
-0.04,4,52.384749
-0.11,11,52.419237
-0.15,15,52.46694
499.83,18,52.510686
-0.03,3,52.518691
-0.1,10,52.542793
-0.03,3,52.549793
-0.06,6,52.572008
-0.06,6,52.599195
-0.15,15,52.648845
-0.07,7,52.675053
-0.03,3,52.684076
-0.16,16,52.729937
-0.05,5,52.744517
-0.08,8,52.768083
-0.14,14,52.821464
-0.05,5,52.835505
-0.15,15,52.878191
-0.53,53,53.021823
-0.07,7,53.038896
-0.07,7,53.055898
-0.07,7,53.071911
-0.11,11,53.098051
-0.06,6,53.115618
-0.11,11,53.142824
-0.09,9,53.164932
-0.03,3,55.674762
-0.26,26,55.809445
-0.06,6,55.837039
-0.04,4,55.855659
-0.07,7,55.894029
-0.11,11,55.945639
499.84,17,56.000562
-0.1,10,56.033151
-0.03,3,56.046684
-0.05,5,56.064728
-0.04,4,56.075246
-0.05,5,56.087324
-0.11,11,56.115961
-0.23,23,56.169072
-0.09,9,56.189121
-0.12,12,56.220705
-0.14,14,56.252879
-0.12,12,56.28198
-0.2,20,56.331932
-0.06,6,56.346084
-0.36,36,56.432607
-0.04,4,56.442808
-0.12,12,56.470882
-0.1,10,56.494485
499.88,13,56.524396
-0.1,10,56.550495
-0.08,8,56.5771
-0.16,16,56.620805
-0.03,3,56.627321
-0.06,6,56.644413
499.86,15,56.686829
-0.03,3,56.694347
-0.05,5,56.706397
-0.06,6,56.720529
-0.07,7,56.736063
-0.12,12,56.765654
-0.06,6,56.778679
-0.08,8,56.808842
-0.07,7,56.839453
-0.16,16,56.879077
-0.14,14,56.94247
-0.03,3,56.962822
-0.18,18,57.052987
-0.07,7,57.069044
-0.08,8,57.090666
-0.03,3,57.097671
-0.2,20,57.147536
-0.03,3,57.156071
-0.09,9,57.184821
-0.03,3,57.193196
-0.04,4,57.203725
-0.06,6,57.216983
-0.15,15,57.254931
499.79,22,57.319125
-0.08,8,57.338925
-0.08,8,57.359064
499.92,9,57.401731
-0.05,5,57.417324
-0.14,14,57.450845
-0.08,8,57.469389
-0.12,12,57.497955
-0.14,14,57.533628
-0.15,15,57.568172
-0.14,14,57.604825
-0.06,6,57.619864
-0.08,8,57.64098
-0.2,20,57.699459
-0.08,8,57.723575
-0.21,21,57.826046
-0.04,4,57.840682
-0.11,11,57.892922
-0.09,9,57.916821
-0.08,8,57.938016
499.77,24,58.006995
-0.14,14,58.040725
-0.17,17,58.087351
499.86,15,58.161511
-0.15,15,58.238997
-0.09,9,58.280843
-0.05,5,58.297009
-0.15,15,58.336875
-0.1,10,58.362071
-0.05,5,58.374656
-0.1,10,58.40169
-0.05,5,58.414731
-0.13,13,58.448068
-0.05,5,58.459125
-0.07,7,58.476692
-0.06,6,58.491758
-0.03,3,58.499268
-0.08,8,58.522918
-0.05,5,58.535973
-0.08,8,58.555517
-0.12,12,58.600784
-0.07,7,58.63097
-0.12,12,58.663763
-0.04,4,58.673793
-0.09,9,58.698192
499.88,13,58.735979
-0.09,9,58.759346
-0.08,8,58.78088
-0.17,17,58.841883
-0.25,25,58.927697
-0.25,25,59.009492
499.89,12,59.039096
-0.2,20,59.094336
-0.1,10,59.117898
-0.07,7,59.13352
-0.07,7,59.14969
499.78,23,59.211592
-0.07,7,59.240712
-0.08,8,59.265296
-0.05,5,59.278353
499.86,15,59.313986
-0.04,4,59.327655
-0.09,9,59.372304
-0.04,4,59.390556
-0.12,12,59.456747
-0.09,9,59.499335
499.72,29,59.577874
-0.05,5,59.590524
-0.09,9,59.613933
-0.26,26,59.674741
-0.09,9,59.699693
-0.08,8,59.737282
-0.12,12,59.766371
-0.12,12,59.797499
-0.07,7,59.819602
-0.05,5,59.834203
-0.11,11,59.862353
-0.05,5,59.88696
-0.03,3,59.900513
-0.04,4,59.920614
-0.28,28,60.008488
-0.05,5,60.020572
-0.05,5,60.034598
-0.11,11,60.062694
-0.03,3,60.069212
-0.14,14,60.101819
499.86,15,60.140915
-0.04,4,60.153461
-0.13,13,60.183805
-0.05,5,60.194878
-0.18,18,60.236004
499.87,14,60.270578
-0.07,7,60.286116
-0.06,6,60.300711
-0.26,26,60.361209
-0.07,7,60.379757
-0.07,7,60.396823
-0.11,11,60.422455
-0.21,21,60.471567
-0.09,9,60.494419
-0.16,16,60.53251
499.81,20,60.62831
499.81,20,60.721033
-0.03,3,60.728042
-0.1,10,60.752159
-0.08,8,60.770689
-0.08,8,60.789222
-0.07,7,60.808263
-0.12,12,60.837831
-0.08,8,60.864387
499.88,13,60.918126
-0.06,6,60.932168
499.83,18,60.975243
-0.13,13,61.006299
-0.08,8,61.027338
-0.11,11,61.053395
-0.06,6,61.06893
-0.05,5,61.079444
499.81,20,61.132072
-0.07,7,61.149608
-0.07,7,61.166672
-0.1,10,61.193238
-0.16,16,61.234353
-0.04,4,61.24789
-0.15,15,61.289
-0.11,11,61.316795
-0.05,5,61.328322
-0.08,8,61.349904
499.88,13,61.388532
499.9,11,61.420676
-0.17,17,61.465288
499.86,15,61.499363
-0.08,8,61.518402
-0.15,15,61.553489
-0.33,33,61.640919
-0.08,8,61.662526
-0.09,9,61.687104
499.82,19,64.373212
-0.16,16,64.425412
499.87,14,64.475723
-0.06,6,64.499606
499.93,8,64.535216
-0.1,10,64.579352
499.9,11,64.608967
-0.08,8,64.627995
-0.09,9,64.649038
-0.17,17,64.704954
-0.1,10,64.744597
-0.09,9,64.777914
-0.11,11,64.827069
-0.17,17,64.889753
-0.12,12,64.941478
-0.03,3,64.954536
-0.04,4,64.971822
499.84,17,65.041454
-0.25,25,65.099152
-0.13,13,65.146697
-0.16,16,65.190531
-0.13,13,65.221632
-0.12,12,65.259359
-0.09,9,65.280946
-0.08,8,65.299478
-0.14,14,65.332074
-0.17,17,65.441118
-0.18,18,65.528464
-0.03,3,65.534986
-0.18,18,65.588518
499.88,13,65.631537
-0.03,3,65.642681
499.72,29,65.735024
499.91,10,65.759102
-0.03,3,65.766135
-0.03,3,65.772653
-0.13,13,65.818704
499.85,16,65.863051
-0.14,14,65.895643
499.88,13,65.94119
-0.17,17,65.981377
-0.05,5,65.993421
-0.06,6,66.011642
-0.26,26,66.080624
499.87,14,66.113787
-0.07,7,66.147319
499.86,15,66.210978
-0.03,3,66.224678
-0.11,11,66.270775
499.93,8,66.289848
499.87,14,66.32249
-0.2,20,66.403702
-0.07,7,66.428581
-0.06,6,66.444679
-0.06,6,66.47057
-0.03,3,66.483311
-0.06,6,66.509208
-0.08,8,66.544784
-0.12,12,66.616493
-0.08,8,66.653293
-0.21,21,66.748616
-0.13,13,66.785008
-0.13,13,66.821629
-0.08,8,66.840672
-0.03,3,66.847689
-0.09,9,66.868734
-0.05,5,66.88238
-0.09,9,66.913812
-0.16,16,66.965904
-0.04,4,66.975929
-0.12,12,67.014294
-0.22,22,67.094327
-0.07,7,67.118546
499.83,18,67.160727
-0.14,14,67.21344
-0.33,33,67.303054
-0.04,4,67.319799
499.89,12,67.367555
499.76,25,67.429261
-0.05,5,67.451086
-0.14,14,67.493389
-0.08,8,67.512459
-0.08,8,67.531544
-0.19,19,67.593151
-0.14,14,67.654503
-0.09,9,67.685155
499.9,11,67.71125
499.87,14,67.743402
-0.15,15,67.868781
499.65,36,67.982813
-0.09,9,68.006399
-0.15,15,68.041488
-0.06,6,68.061767
499.61,40,68.181639
-0.11,11,68.228837
-0.05,5,68.247742
499.9,11,68.2894
-0.09,9,68.323475
-0.16,16,68.361612
-0.05,5,68.373641
-0.07,7,68.389174
-0.07,7,68.408286
-0.04,4,68.423057
-0.03,3,68.433221
-0.03,3,68.44393
-0.06,6,68.466672
-0.05,5,68.483956
-0.11,11,68.510503
-0.04,4,68.52463
-0.05,5,68.541964
-0.23,23,68.598113
-0.03,3,68.605137
499.83,18,68.658779
-0.08,8,68.687659
499.82,19,68.760818
-0.07,7,68.786578
499.85,16,68.846316
499.82,19,68.905347
-0.11,11,68.931442
499.83,18,69.008128
-0.07,7,69.041229
-0.07,7,69.079313
-0.11,11,69.127494
-0.14,14,69.160616
-0.07,7,69.182866
499.79,22,69.244807
-0.15,15,69.279374
499.86,15,69.338103
-0.23,23,69.394818
-0.21,21,69.461648
-0.09,9,69.48168
-0.15,15,69.52687
499.86,15,69.581753
-0.22,22,69.656775
-0.07,7,69.673334
499.81,20,69.723524
-0.15,15,69.776086
-0.03,3,69.787261
-0.14,14,69.823949
-0.07,7,69.848656
499.92,9,69.873832
-0.26,26,69.934467
-0.23,23,70.000391
-0.1,10,70.023454
-0.26,26,70.106237
-0.07,7,70.124305
-0.03,3,70.131821
-0.21,21,70.215122
499.89,12,70.26779
-0.17,17,70.353202
-0.32,32,70.462825
-0.17,17,70.517344
-0.17,17,70.58069
-0.12,12,70.622589
-0.08,8,70.641135
-0.07,7,70.657167
-0.07,7,70.674192
-0.12,12,70.702271
-0.08,8,70.727567
-0.11,11,70.754168
-0.05,5,70.764693
499.89,12,70.793778
-0.09,9,70.814941
499.92,9,70.848631
499.89,12,70.898259
-0.04,4,70.915521
-0.13,13,70.962156
-0.2,20,71.008732
-0.04,4,71.018245
499.89,12,73.357062
-0.05,5,73.368082
499.76,25,73.425261
499.79,22,73.512922
-0.26,26,73.57403
-0.11,11,73.606571
-0.03,3,73.620595
-0.11,11,73.65273
-0.07,7,73.671915
-0.06,6,73.684934
499.74,27,73.746805
-0.11,11,73.787741
499.69,32,73.949839
-0.12,12,73.979045
-0.05,5,73.994591
-0.12,12,74.041844
-0.24,24,74.110806
-0.04,4,74.13401
-0.04,4,74.147058
-0.03,3,74.155089
-0.1,10,74.183684
-0.3,30,74.265917
-0.14,14,74.303594
-0.09,9,74.329633
-0.07,7,74.347712
-0.05,5,74.360741
-0.19,19,74.416099
-0.08,8,74.438149
499.91,10,74.463657
-0.05,5,74.476029
-0.1,10,74.499071
-0.32,32,74.578308
499.78,23,74.631671
-0.11,11,74.659712
-0.09,9,74.6893
-0.09,9,74.730526
499.86,15,74.78635
-0.19,19,74.866809
-0.03,3,74.873834
499.85,16,74.909901
499.83,18,74.950736
-0.04,4,74.959251
-0.1,10,75.010582
499.85,16,75.080936
-0.07,7,75.114475
499.87,14,75.178697
-0.05,5,75.192228
-0.09,9,75.213265
-0.03,3,75.219775
-0.07,7,75.2353
499.84,17,75.277768
499.86,15,75.321874
-0.05,5,75.332896
499.89,12,75.359421
499.92,9,75.392024
-0.1,10,75.417051
499.91,10,75.44009
-0.08,8,75.45864
-0.33,33,75.540976
-0.12,12,75.568527
-0.04,4,75.578035
-0.07,7,75.59357
-0.07,7,75.609588
-0.05,5,75.62111
-0.06,6,75.637557
-0.08,8,75.657608
-0.07,7,75.673136
-0.09,9,75.693706
-0.17,17,75.732773
-0.12,12,75.761827
-0.03,3,75.768824
-0.1,10,75.791414
-0.03,3,75.798928
-0.16,16,75.836249
-0.29,29,75.904861
-0.04,4,75.913881
-0.05,5,75.9249
-0.12,12,75.953975
-0.2,20,76.013727
-0.18,18,76.064859
499.83,18,76.118368
499.84,17,76.16462
-0.07,7,76.185665
-0.19,19,76.269828
499.85,16,76.36854
499.83,18,76.437281
499.92,9,76.462924
499.93,8,76.494029
499.85,16,76.538427
-0.07,7,76.554475
499.85,16,76.591099
499.79,22,76.643227
-0.15,15,76.686283
-0.07,7,76.713328
499.89,12,76.746902
-0.1,10,76.76944
-0.08,8,76.787476
-0.09,9,76.808357
499.89,12,76.838621
499.85,16,76.875824
-0.1,10,76.899408
499.78,23,76.959635
-0.07,7,76.975161
499.91,10,76.999278
499.87,14,77.03487
-0.24,24,77.125386
499.82,19,77.174774
-0.07,7,77.19283
-0.18,18,77.239703
499.91,10,77.266319
499.88,13,77.298105
499.81,20,77.345737
-0.03,3,77.352252
499.93,8,77.371917
499.83,18,77.454196
499.9,11,77.501874
499.76,25,77.612867
499.93,8,77.634956
-0.05,5,77.655372
-0.07,7,77.675413
-0.05,5,77.688526
-0.04,4,77.702984
-0.1,10,77.739069
499.85,16,77.77879
-0.13,13,77.811955
499.78,23,77.894854
499.8,21,77.959418
-0.03,3,77.969437
-0.05,5,77.986962
-0.05,5,77.997982
-0.13,13,78.027729
499.93,8,78.050582
-0.15,15,78.093872
499.78,23,78.148191
-0.08,8,78.166234
-0.09,9,78.187302
-0.12,12,78.220848
499.86,15,78.262891
-0.06,6,78.276906
499.81,20,78.322983
-0.07,7,78.339004
-0.04,4,78.347224
499.85,16,78.386312
499.89,12,78.415383
499.83,18,78.458762
-0.05,5,78.475642
-0.14,14,78.523876
499.82,19,78.567011
499.71,30,78.652492
-0.09,9,78.690783
-0.12,12,78.737752
499.82,19,78.818516
-0.15,15,78.85908
-0.2,20,78.918257
499.82,19,78.970925
-0.15,15,79.026986
499.82,19,79.069589
-0.05,5,79.081115
-0.16,16,79.120859
-0.03,3,79.130873
-0.22,22,79.180839
499.84,17,79.226599
-0.09,9,79.248856
-0.03,3,79.255876
-0.07,7,79.277996
-0.2,20,81.760563
-0.09,9,81.787284
499.91,10,81.819021
-0.2,20,81.874883
-0.13,13,81.905467
-0.07,7,81.92202
-0.04,4,81.934139
-0.11,11,81.972044
-0.12,12,82.000634
499.91,10,82.025221
499.9,11,82.050823
-0.03,3,82.063869
-0.05,5,82.086719
-0.07,7,82.108753
-0.18,18,82.158921
-0.18,18,82.248099
-0.03,3,82.279313
499.85,16,82.373792
-0.11,11,82.411763
-0.11,11,82.454209
-0.04,4,82.469338
499.92,9,82.506358
-0.07,7,82.531748
-0.11,11,82.562961
499.84,17,82.603111
499.93,8,82.633508
-0.04,4,82.650736
-0.05,5,82.673643
-0.13,13,82.716173
-0.08,8,82.749198
499.81,20,82.822569
499.89,12,82.868478
-0.05,5,82.886731
499.84,17,82.934044
-0.08,8,82.968097
-0.21,21,83.047391
-0.07,7,83.07984
499.88,13,83.110951
-0.1,10,83.142302
499.89,12,83.184762
-0.05,5,83.20709
-0.13,13,83.257347
499.9,11,83.297852
-0.11,11,83.323439
-0.03,3,83.330466
499.78,23,83.442657
-0.03,3,83.489122
-0.13,13,83.524746
499.87,14,83.556888
-0.04,4,83.567413
-0.07,7,83.585473
-0.13,13,83.634023
-0.2,20,83.712032
499.75,26,83.778459
499.83,18,83.835344
-0.21,21,83.894291
499.78,23,83.972205
-0.18,18,84.019589
-0.11,11,84.047772
-0.08,8,84.067358
499.91,10,84.090968
-0.15,15,84.12657
-0.05,5,84.138601
499.87,14,84.191823
499.87,14,84.22815
499.74,27,84.30838
499.91,10,84.332947
499.9,11,84.361616
-0.06,6,84.382912
-0.03,3,84.393039
-0.05,5,84.412223
-0.05,5,84.430839
-0.11,11,84.473556
-0.03,3,84.484766
-0.04,4,84.497435
-0.04,4,84.507472
-0.09,9,84.5281
499.85,16,84.613384
499.76,25,84.727541
499.85,16,84.785184
-0.05,5,84.809394
-0.06,6,84.829612
-0.06,6,84.84314
499.85,16,84.880743
-0.03,3,84.888261
499.62,39,85.007724
-0.06,6,85.021374
-0.06,6,85.043162
-0.1,10,85.084268
499.87,14,85.124355
-0.05,5,85.136375
-0.11,11,85.169262
-0.03,3,85.180893
-0.03,3,85.187427
499.89,12,85.21499
-0.13,13,85.247066
-0.14,14,85.284653
-0.09,9,85.317239
-0.19,19,85.363528
-0.1,10,85.387591
-0.07,7,85.409816
-0.07,7,85.427971
-0.03,3,85.434996
499.78,23,85.489704
499.9,11,85.516294
-0.08,8,85.542545
-0.07,7,85.567453
-0.11,11,85.607953
-0.2,20,85.675807
-0.07,7,85.692853
-0.07,7,85.708879
-0.26,26,85.805443
-0.09,9,85.85483
-0.1,10,85.909567
-0.05,5,85.921093
-0.05,5,85.932121
499.91,10,85.955678
-0.08,8,85.97472
499.84,17,86.031334
499.9,11,86.075175
499.82,19,86.144768
-0.09,9,86.165838
499.88,13,86.195469
-0.09,9,86.221776
-0.03,3,86.232903
-0.07,7,86.258107
-0.11,11,86.293408
-0.23,23,86.366881
-0.26,26,86.45542
-0.09,9,86.48168
499.84,17,86.522238
-0.03,3,86.529243
499.88,13,86.575761
-0.07,7,86.601689
-0.03,3,86.61185
-0.05,5,86.631138
-0.05,5,86.65152
499.87,14,86.701317
-0.1,10,86.737428
-0.04,4,86.752666
-0.31,31,86.843588
-0.03,3,86.850595
499.92,9,86.877793
-0.12,12,86.912117
-0.11,11,86.937649
-0.05,5,86.950706
-0.07,7,86.993351
499.86,15,87.077853
-0.09,9,87.125255
-0.1,10,87.150807
499.83,18,87.192808
-0.08,8,87.212485
499.93,8,87.238674
499.82,19,87.299134
-0.03,3,87.306149
-0.04,4,87.315657
-0.05,5,87.326925
499.9,11,87.356583
-0.09,9,87.386973
499.91,10,87.418072
499.73,28,87.525895
-0.07,7,87.552529
499.93,8,87.57936
499.87,14,87.614703
-0.04,4,87.624473
-0.05,5,87.635492
-0.12,12,87.663852
-0.05,5,87.67543
-0.05,5,87.686447
499.81,20,87.735215
-0.03,3,87.743293
-0.15,15,87.778587
-0.06,6,87.792732
-0.05,5,87.805484
-0.09,9,87.827734
-0.12,12,87.855998
-0.22,22,87.90658
499.79,22,87.96063
-0.12,12,87.988686
-0.12,12,88.016745
499.87,14,88.052617
499.9,11,88.078799
499.89,12,88.106966
499.89,12,88.137021
-0.19,19,88.212373
